0.45619	-0.15374	0.15209	0.063857	0.22799	0.1716	0.06364	0.50372	-0.049645	-0.1034	-0.093187	0.092605	0.25358	-0.19336	-0.1112	-0.056944	0.097259	0.1494	0.26958	0.07246	-0.06393	0.076997	0.068537	-0.047388	-0.21013	0.43157	0.23292	0.20788	-0.28187	-0.16226	-0.1382	0.048578	-0.18304	0.094675	-0.23038	-0.22546	0.060842	-0.11734	-0.45333	-0.092167	0.15303	-0.061303	0.13603	-0.50821	-0.037762	0.38923	-0.07196	-0.38597	0.14861	0.27854	-0.21636	0.03392	-0.33799	0.2557	-0.49352	0.066801	0.23626	0.21	-0.36949	-0.18109	-0.08579	-0.41322	0.047771	-0.60557	0.33821	0.42126	-0.057578	0.24233	-0.16687	-0.084437	0.30186	-0.23421	0.14624	0.06801	-0.051533	-0.026605	0.10233	0.23143	-0.0079083	0.20593	-0.019034	-0.11438	0.12304	-0.085878	-0.26394	-0.10772	0.16625	0.010249	-0.28788	-0.057847	0.13104	-0.35318	-0.19613	-0.092792	0.0093059	-0.13913	-0.14949	0.052982	-0.015305	0.025779
0.71919	-0.75254	-0.16435	-0.041514	0.066847	-0.83032	0.5456	-0.12928	-0.72257	-1.3855	0.0099928	-0.68796	-0.71135	-0.80485	-0.18635	0.016926	0.28008	0.059859	0.52258	-0.1583	0.061114	0.29607	0.094147	0.22769	0.059163	-0.1788	0.30409	-0.070428	-0.0025	0.062778	-0.24171	-0.076803	0.18	-0.040487	0.035913	-0.1923	-0.004801	0.03825	0.017881	0.2973	0.26015	-0.015696	0.010784	-0.011127	-0.12121	0.092559	-0.14251	0.21943	-0.028261	-0.071355	-0.053298	0.16138	-0.037419	-0.10327	0.38037	-0.05251	-0.073522	0.086969	-0.030085	-0.18303	-0.058192	0.12274	0.1532	0.070897	-0.20051	-0.22539	0.13018	0.20502	-0.1693	-0.081742	-0.053865	0.24765	-0.035112	0.056483	-0.12161	-0.0038822	-0.29414	0.12964	0.088537	-0.058306	0.12384	-0.023349	0.044209	-0.086513	0.020934	-0.23066	0.079755	0.13518	0.11604	0.31077	0.014105	-0.086801	0.00076805	0.088146	-0.04843	-0.261	0.019447	-0.064271	-0.20236	0.30796
0.55123	-0.28023	0.051435	-0.21402	0.05533	-0.16043	0.20652	0.052981	-0.014297	-0.30651	-0.54864	0.25874	0.72539	-0.42689	0.41089	0.24796	-0.9668	-0.32759	-0.45513	-0.67538	0.19056	0.051278	0.20821	-0.63624	0.066438	-0.34081	0.29399	0.044389	-0.28285	0.067675	-0.49574	-0.084867	-0.13462	-0.32903	-0.071854	-0.12764	0.18439	-0.1909	0.51452	0.041521	-0.035947	0.12913	-0.24962	-0.14048	-0.15388	-0.037499	0.039354	-0.084523	0.067779	-0.0012236	0.141	-0.10301	-0.34765	0.16906	0.040791	0.18727	0.21147	-0.14274	-0.013925	0.26446	-0.37605	-0.068256	-0.066249	-0.24396	-0.1397	-0.28182	0.21701	0.11911	-0.019219	-0.18095	0.41362	-0.17827	0.30387	0.08803	0.060351	-0.23846	0.11318	-0.16316	-0.096918	0.017139	-0.0097225	-0.28246	-0.045424	-0.18927	0.051416	-0.13898	-0.2363	0.082189	-0.38923	0.21931	0.527	0.35081	0.57653	0.072737	-0.022924	0.2556	0.045723	0.13558	0.1861	-0.16999
1.2044	0.69268	-0.37544	-0.81522	-0.77583	0.1581	-0.072952	0.22961	0.29105	0.10352	-0.20281	-0.25424	-0.013827	-0.04867	0.32948	0.17041	0.54635	0.22915	0.06221	0.04124	-0.5652	-0.019704	-0.062897	-0.25794	0.46757	0.13888	-0.14973	-0.40345	-0.036902	0.17102	-0.039296	-0.13784	0.32236	-0.35049	-0.046772	-0.060136	0.01459	0.074979	0.21109	-0.17643	0.34509	-0.17679	-0.020094	-0.14583	-0.032734	-0.082547	-0.14234	0.18548	0.0077465	-0.072568	0.15849	0.21386	-0.28141	-0.13338	0.26536	0.02305	0.2026	0.1418	0.079391	0.31795	-0.062841	0.064946	-0.14002	-0.27819	0.062523	-0.15152	-0.03759	0.13405	0.24919	0.10773	-0.31895	-0.43499	0.058761	0.078035	0.021015	-0.24142	-0.11603	-0.028507	0.048594	0.16267	-0.36994	0.05083	-0.055578	-0.51588	-0.20928	-0.07646	0.095488	0.019577	-0.037661	-0.089361	-0.32545	-0.010259	-0.29353	-0.17175	-0.029529	0.097452	0.21909	-0.10448	0.048313	0.32594
0.97593	-0.23337	0.41661	0.12508	0.71535	-0.64664	-1.2557	1.0179	-0.19061	0.27983	-0.0077918	0.060978	-0.12269	-0.11748	0.045199	0.078709	-0.070775	-0.038774	0.42512	-0.27044	0.1253	-0.18135	-0.14995	0.18728	-0.15659	0.22388	0.027144	-0.29543	-0.12636	0.079047	-0.032803	0.103	0.030562	-0.015077	0.079427	0.0065695	0.24062	-0.18661	-0.55877	0.05417	0.36112	-0.22645	-0.027895	-0.38402	0.015166	-0.010373	-0.014767	-0.22413	0.097353	0.046818	-0.20462	0.12204	-0.014653	-0.26897	0.042863	0.12718	0.20128	-0.22245	-0.036374	0.0053111	-0.13403	0.47124	0.007529	-0.12481	-0.22168	-0.13669	-0.21144	-0.15781	0.32386	-0.029198	-0.22926	0.12038	-0.24758	0.077598	-0.15207	-0.17199	0.19654	-0.029024	0.025536	-0.052293	0.0019102	-0.30698	0.10476	0.35297	-0.22928	0.089038	-0.29508	-0.23314	0.0055403	-0.078279	0.044775	-0.15961	0.16369	-0.15673	0.035613	0.12404	0.082149	-0.022545	0.18847	0.16113
0.52691	-0.095247	0.063967	-0.4454	0.27057	0.0184	-0.048022	-0.27238	-0.22494	0.079773	0.054804	0.24518	0.21709	0.0091203	-0.4917	-0.045815	0.4057	-0.73854	0.0029101	-0.06353	0.7998	0.10706	-0.094081	0.41169	0.040704	-0.033154	0.23559	0.24367	-0.059204	-0.0041272	-0.70723	-0.26069	0.7736	0.40982	0.21124	-0.28134	0.14554	0.45878	-0.22329	0.030948	0.24146	0.16004	0.14239	0.26534	0.11381	0.70406	-0.64778	0.13988	0.02538	-0.030007	0.21073	0.3384	-0.20663	-0.8349	0.46343	-0.1287	0.21192	0.34023	-0.12605	0.23035	-0.18921	-0.65625	-0.075844	0.15983	0.2822	0.043223	0.60096	-0.052406	0.43068	0.077981	0.14636	-0.046942	-0.12329	0.10624	0.29662	-0.1926	0.35795	-0.33507	0.28687	0.29499	-0.35273	0.2918	0.16887	-0.00050015	0.30247	0.54036	0.025096	-0.1277	0.087973	0.25109	0.049261	0.10935	-0.0784	0.35351	-0.24529	0.066269	0.13099	0.37121	0.14081	0.34367
0.54387	-0.14988	0.1628	-0.07584	0.41967	0.34643	0.3475	0.1398	-0.19417	-0.035015	-0.36899	0.067228	0.57286	-0.32662	0.24404	0.071651	-0.92337	-0.33104	-0.1172	-0.28678	0.039132	-0.080159	0.54472	-0.77979	-0.081645	-0.48181	-0.21016	-0.20538	-0.30771	-0.06643	-0.25319	-0.25467	0.022271	0.16459	-0.036826	0.092524	-0.15193	-0.0621	-0.2863	0.053398	0.050152	-0.30428	0.13014	-0.20881	-0.3956	-0.060516	0.052482	0.078707	0.30831	-0.37223	-0.14508	0.010884	0.052891	0.26925	0.12645	-0.17021	0.28865	0.41182	-0.31593	0.0094702	-0.13746	0.32937	0.052547	0.069977	-0.68914	0.050916	0.12997	-0.41958	-0.1671	0.52078	0.1853	0.032879	-0.39823	0.27306	0.35671	0.025207	-0.12111	0.060091	-0.36328	-0.10872	-0.42259	0.38368	-0.065574	0.25491	0.2856	-0.14214	0.18462	-0.35753	0.26996	-0.31689	-0.40903	-0.34583	-0.5168	-0.084413	-0.105	-0.24273	0.27546	-0.37355	0.10719	0.099198
0.7535	-0.28356	0.90634	0.31856	-0.25999	0.070691	0.041932	-0.20841	0.12381	-0.086014	0.065979	-0.051819	0.040461	0.15549	-0.090558	-0.10702	0.10853	0.13997	-0.36313	0.34351	0.048115	0.025185	0.31664	-0.30362	0.17924	-0.02605	0.024537	0.034843	0.12013	0.11178	0.14913	-0.094617	-0.18171	-0.419	0.48272	0.36235	0.29137	0.36175	-0.4106	0.33397	0.15007	-0.0093435	-0.08727	-0.19645	0.22834	0.25019	0.024491	-0.17436	0.19707	-0.014938	-0.23215	0.22966	-0.057033	-0.16017	0.052575	0.20518	0.26138	-0.010122	-0.075658	0.099073	0.63304	0.36199	-0.13641	0.28011	0.064157	-0.18098	-0.0019965	0.24936	0.15125	0.019489	-0.078575	0.032458	0.36198	0.20417	0.27646	0.072341	0.0045037	-0.29517	-0.36274	0.080528	0.099406	-0.22113	0.29313	0.14117	-0.01438	0.013774	-0.073503	0.18762	-0.06233	-0.0082963	0.039371	-0.16296	0.092611	-0.031078	-0.0020775	0.034656	0.014281	-0.055439	0.41839	0.32486
0.72754	-0.70055	-0.10701	-0.13008	0.093119	-0.75772	0.25585	-0.075765	-0.51993	-0.5937	-0.13454	-0.35603	-0.22302	-0.44206	-0.082154	-0.23021	0.029108	-0.71382	-0.41916	0.23564	-0.83535	-0.48739	-0.083664	0.55191	-0.68308	0.32123	-0.4838	-0.44672	0.37416	-0.371	0.029672	-0.66639	0.069022	0.65264	0.15211	0.34348	0.32533	-0.027733	0.15048	-0.4273	-0.3134	0.041125	-0.10397	0.22964	0.15684	-0.077095	-0.073863	-0.78281	-0.13895	0.024647	0.24099	0.12729	-0.35295	0.085833	-0.17817	0.06837	0.27405	-0.041878	0.15942	0.12579	-0.0055563	-0.11508	-0.058455	-0.0080432	-0.1684	-0.090738	-0.12149	-0.059555	-0.090686	-0.15092	0.040997	0.09655	-0.065351	0.16149	-0.18051	-0.02214	-0.25125	-0.14714	-0.08508	0.18501	-0.23806	0.088435	-0.0046191	0.12902	-0.030359	0.0085319	0.089697	0.23031	-0.044693	-0.31961	-0.085458	-0.078418	0.24046	-0.062421	-0.077646	0.14372	-0.11934	0.1042	0.0070471	-0.0015582
0.71364	-0.319	0.91544	0.41264	-0.29945	0.40309	0.098341	-0.18872	0.32162	-0.11505	-0.036808	-0.29961	0.23479	0.27848	0.087055	-0.01709	-0.024027	0.18344	0.30677	0.10022	0.11683	-0.32629	0.12415	-0.046504	0.14853	0.11969	0.14447	-0.070809	0.17472	0.24002	0.04064	-0.28832	-0.21956	-0.3288	0.68748	0.93638	0.53516	0.36803	-0.38555	0.46004	0.052836	0.088791	-0.13679	-0.17021	0.30913	0.35289	-0.051421	0.25146	0.1072	0.1882	-0.078971	0.21962	-0.12619	0.093136	-0.094821	0.091562	0.069596	-0.075779	0.046585	0.014323	0.27948	0.11251	-0.22139	0.087471	0.092603	-0.036809	-0.28436	0.12341	0.20403	-0.20392	0.02472	0.17703	0.30715	-0.0059283	0.2637	0.055018	-0.16143	-0.36098	-0.32606	0.16113	0.15768	0.42603	-0.15646	0.026844	0.38706	0.023013	0.17666	-0.021231	-0.37672	-0.045239	-0.17017	0.33054	-0.26814	-0.14254	-0.058333	0.27321	-0.12715	-0.0068882	0.36142	0.066941
